student_id,semester_number,term_year,course_code,credits,grade_points
11,6,Spring 2025,CSCI 32012,3,2.3
11,6,Spring 2025,CSCI 32022,3,2.0
11,6,Spring 2025,CSCI 32032,3,2.3
11,6,Spring 2025,CSCI 32042,3,2.0
11,6,Spring 2025,DELT 33212,3,2.0
11,6,Spring 2025,MGMT 31012,3,3.7
11,6,Spring 2025,CSEC 32012,3,2.0
11,6,Spring 2025,CSEC 32022,3,2.0
11,6,Spring 2025,CSEC 32032,3,2.3
12,1,Fall 2021,CSCI 11014,3,2.0
12,1,Fall 2021,CSCI 11023,3,2.0
12,1,Fall 2021,CSCI 11032,3,2.0
12,1,Fall 2021,CSCI 11042,3,2.3
12,1,Fall 2021,CSCI 11052,3,2.0
12,1,Fall 2021,CSCI 11062,3,2.0
12,1,Fall 2021,DELT 13302,3,2.3
12,1,Fall 2021,CSCI 11072,2,2.3
12,2,Spring 2022,CSCI 12013,3,2.0
12,2,Spring 2022,CSCI 12022,3,2.0
12,2,Spring 2022,CSCI 12033,3,2.3
12,2,Spring 2022,CSCI 12042,3,2.3
12,2,Spring 2022,CSCI 12052,3,2.3
12,2,Spring 2022,CSCI 12063,3,2.3
12,3,Fall 2022,CSCI 21013,3,2.0
12,3,Fall 2022,CSCI 21023,3,2.0
12,3,Fall 2022,CSCI 21033,3,2.0
12,3,Fall 2022,CSCI 21042,3,2.0
12,3,Fall 2022,CSCI 21052,3,2.0
12,3,Fall 2022,CSCI 21062,3,2.0
12,3,Fall 2022,CSCI 23072,3,3.0
12,3,Fall 2022,DELT 21212,3,3.3
12,3,Fall 2022,MGMT 21012,3,2.0
12,4,Spring 2023,CSCI 22012,3,2.7
12,4,Spring 2023,CSCI 22022,3,2.3
12,4,Spring 2023,CSCI 22032,3,2.7
12,4,Spring 2023,CSCI 22042,3,3.0
12,4,Spring 2023,CSCI 22052,3,2.0
12,4,Spring 2023,CSCI 22062,3,2.0
12,4,Spring 2023,CSCI 22082,3,2.3
12,4,Spring 2023,MGMT 22012,3,3.3
12,4,Spring 2023,CSCI 22072,3,2.0
12,5,Fall 2023,CSCI 31014,3,2.0
12,5,Fall 2023,DELT 33212,3,2.7
12,5,Fall 2023,MGMT 31012,3,2.0
12,5,Fall 2023,CSCI 31082,3,3.0
12,5,Fall 2023,CSEC 31012,3,2.0
12,5,Fall 2023,CSEC 31022,3,2.0
12,5,Fall 2023,SCOM 31032,2,2.0
12,5,Fall 2023,SCOM 31022,2,2.3
12,6,Spring 2024,CSCI 32012,3,2.3
12,6,Spring 2024,CSCI 32022,3,2.0
12,6,Spring 2024,CSCI 32032,3,2.7
12,6,Spring 2024,CSCI 32042,3,3.0
12,6,Spring 2024,DELT 33212,3,2.0
12,6,Spring 2024,MGMT 31012,3,2.3
12,6,Spring 2024,CSEC 32012,3,2.0
12,6,Spring 2024,CSEC 32022,3,2.0
12,6,Spring 2024,CSEC 32032,3,2.0
12,6,Spring 2024,SCOM 32012,2,2.7
12,7,Fall 2024,CSCI 43018,3,3.3
12,7,Fall 2024,CSCI 44026,3,2.0
12,7,Fall 2024,CSEC 44012,3,2.0
12,7,Fall 2024,CSEC 44022,3,2.0
12,7,Fall 2024,CSEC 44032,3,2.7
12,7,Fall 2024,CSEC 44042,3,3.0
12,7,Fall 2024,CSEC 44062,3,2.3
12,7,Fall 2024,CSEC 44072,3,2.3
12,7,Fall 2024,DSCI 44022,3,2.0
12,7,Fall 2024,DSCI 44033,3,2.0
12,7,Fall 2024,DSCI 44052,3,2.0
12,7,Fall 2024,AINT 44042,3,2.0
12,7,Fall 2024,SCOM 44022,3,2.0
12,7,Fall 2024,SCOM 44052,2,2.7
12,7,Fall 2024,SCOM 44033,3,2.0
12,8,Spring 2025,CSCI 43018,3,2.0
12,8,Spring 2025,CSCI 44026,3,2.0
12,8,Spring 2025,CSEC 44012,3,2.0
12,8,Spring 2025,CSEC 44022,3,2.0
12,8,Spring 2025,CSEC 44032,3,2.3
12,8,Spring 2025,CSEC 44042,3,2.0
12,8,Spring 2025,CSEC 44062,3,2.0
12,8,Spring 2025,CSEC 44072,3,2.3
12,8,Spring 2025,DSCI 44022,3,2.7
12,8,Spring 2025,DSCI 44033,3,3.3
12,8,Spring 2025,DSCI 44052,3,2.7
12,8,Spring 2025,AINT 44042,3,3.0
12,8,Spring 2025,SCOM 44022,3,2.0
12,8,Spring 2025,SCOM 44012,2,2.0
12,8,Spring 2025,SCOM 44043,3,2.0
13,1,Fall 2020,CSCI 11014,3,2.3
13,1,Fall 2020,CSCI 11023,3,2.7
13,1,Fall 2020,CSCI 11032,3,2.0
13,1,Fall 2020,CSCI 11042,3,2.7
13,1,Fall 2020,CSCI 11052,3,2.3
13,1,Fall 2020,CSCI 11062,3,2.3
13,1,Fall 2020,DELT 13302,3,2.0
13,1,Fall 2020,CSCI 11072,2,2.0
13,2,Spring 2021,CSCI 12013,3,2.0
13,2,Spring 2021,CSCI 12022,3,2.0
13,2,Spring 2021,CSCI 12033,3,2.0
13,2,Spring 2021,CSCI 12042,3,2.7
13,2,Spring 2021,CSCI 12052,3,2.3
13,2,Spring 2021,CSCI 12063,3,2.0
13,3,Fall 2021,CSCI 21013,3,2.7
13,3,Fall 2021,CSCI 21023,3,2.7
13,3,Fall 2021,CSCI 21033,3,3.0
13,3,Fall 2021,CSCI 21042,3,3.3
13,3,Fall 2021,CSCI 21052,3,3.3
13,3,Fall 2021,CSCI 21062,3,2.0
13,3,Fall 2021,CSCI 23072,3,2.3
13,3,Fall 2021,DELT 21212,3,2.7
13,3,Fall 2021,MGMT 21012,3,2.7
13,4,Spring 2022,CSCI 22012,3,2.3
13,4,Spring 2022,CSCI 22022,3,2.3
13,4,Spring 2022,CSCI 22032,3,3.0
13,4,Spring 2022,CSCI 22042,3,2.0
13,4,Spring 2022,CSCI 22052,3,2.3
13,4,Spring 2022,CSCI 22062,3,2.3
13,4,Spring 2022,CSCI 22082,3,2.0
13,4,Spring 2022,MGMT 22012,3,2.7
13,4,Spring 2022,CSCI 22072,2,3.0
13,5,Fall 2022,CSCI 31014,3,2.3
13,5,Fall 2022,DELT 33212,3,2.3
13,5,Fall 2022,MGMT 31012,3,2.7
13,5,Fall 2022,CSCI 31082,3,2.7
13,5,Fall 2022,CSEC 31012,3,2.0
13,5,Fall 2022,CSEC 31022,3,2.0
13,5,Fall 2022,SCOM 31032,2,2.3
13,5,Fall 2022,SCOM 31013,2,3.0
13,6,Spring 2023,CSCI 32012,3,2.3
13,6,Spring 2023,CSCI 32022,3,3.0
13,6,Spring 2023,CSCI 32032,3,3.3
13,6,Spring 2023,CSCI 32042,3,2.0
13,6,Spring 2023,DELT 33212,3,2.0
13,6,Spring 2023,MGMT 31012,3,2.7
13,6,Spring 2023,CSEC 32012,3,2.3
13,6,Spring 2023,CSEC 32022,3,2.0
13,6,Spring 2023,CSEC 32032,3,2.3
13,6,Spring 2023,SCOM 32012,2,2.3
13,7,Fall 2023,CSCI 43018,3,3.0
13,7,Fall 2023,CSCI 44026,3,2.7
13,7,Fall 2023,CSEC 44012,3,2.7
13,7,Fall 2023,CSEC 44022,3,2.7
13,7,Fall 2023,CSEC 44032,3,2.0
13,7,Fall 2023,CSEC 44042,3,2.0
13,7,Fall 2023,CSEC 44062,3,2.3
13,7,Fall 2023,CSEC 44072,3,3.0
13,7,Fall 2023,DSCI 44022,3,2.3
13,7,Fall 2023,DSCI 44033,3,2.0
13,7,Fall 2023,DSCI 44052,3,2.7
13,7,Fall 2023,AINT 44042,3,2.3
13,7,Fall 2023,SCOM 44022,3,2.3
13,7,Fall 2023,SCOM 44012,3,2.7
13,7,Fall 2023,SCOM 44043,3,2.0
13,8,Spring 2024,CSCI 43018,3,2.0
13,8,Spring 2024,CSCI 44026,3,2.0
13,8,Spring 2024,CSEC 44012,3,2.0
13,8,Spring 2024,CSEC 44022,3,2.0
13,8,Spring 2024,CSEC 44032,3,2.3
13,8,Spring 2024,CSEC 44042,3,4.0
13,8,Spring 2024,CSEC 44062,3,2.7
13,8,Spring 2024,CSEC 44072,3,3.0
13,8,Spring 2024,DSCI 44022,3,2.0
13,8,Spring 2024,DSCI 44033,3,2.0
13,8,Spring 2024,DSCI 44052,3,2.7
13,8,Spring 2024,AINT 44042,3,2.7
13,8,Spring 2024,SCOM 44022,3,2.7
13,8,Spring 2024,SCOM 44033,2,2.7
13,8,Spring 2024,SCOM 44043,3,2.0
14,1,Fall 2024,CSCI 11014,3,2.0
14,1,Fall 2024,CSCI 11023,3,2.3
14,1,Fall 2024,CSCI 11032,3,2.3
14,1,Fall 2024,CSCI 11042,3,2.3
14,1,Fall 2024,CSCI 11052,3,2.0
14,1,Fall 2024,CSCI 11062,3,2.0
14,1,Fall 2024,DELT 13302,3,2.3
14,1,Fall 2024,CSCI 11072,2,2.0
14,2,Spring 2025,CSCI 12013,3,2.3
14,2,Spring 2025,CSCI 12022,3,2.7
14,2,Spring 2025,CSCI 12033,3,2.0
14,2,Spring 2025,CSCI 12042,3,2.3
14,2,Spring 2025,CSCI 12052,3,2.3
14,2,Spring 2025,CSCI 12063,3,2.0
15,1,Fall 2023,CSCI 11014,3,2.0
15,1,Fall 2023,CSCI 11023,3,2.0
15,1,Fall 2023,CSCI 11032,3,2.0
15,1,Fall 2023,CSCI 11042,3,2.7
15,1,Fall 2023,CSCI 11052,3,2.3
15,1,Fall 2023,CSCI 11062,3,2.3
15,1,Fall 2023,DELT 13302,3,3.0
15,1,Fall 2023,CSCI 11072,3,2.3
15,2,Spring 2024,CSCI 12013,3,2.3
15,2,Spring 2024,CSCI 12022,3,2.0
15,2,Spring 2024,CSCI 12033,3,2.0
15,2,Spring 2024,CSCI 12042,3,2.7
15,2,Spring 2024,CSCI 12052,3,2.0
15,2,Spring 2024,CSCI 12063,3,2.0
15,3,Fall 2024,CSCI 21013,3,2.7
15,3,Fall 2024,CSCI 21023,3,2.7
15,3,Fall 2024,CSCI 21033,3,2.0
15,3,Fall 2024,CSCI 21042,3,2.0
15,3,Fall 2024,CSCI 21052,3,2.0
15,3,Fall 2024,CSCI 21062,3,2.0
15,3,Fall 2024,CSCI 23072,3,2.0
15,3,Fall 2024,DELT 21212,3,2.0
15,3,Fall 2024,MGMT 21012,3,2.7
15,4,Spring 2025,CSCI 22012,3,2.0
15,4,Spring 2025,CSCI 22022,3,2.0
15,4,Spring 2025,CSCI 22032,3,2.0
15,4,Spring 2025,CSCI 22042,3,2.0
15,4,Spring 2025,CSCI 22052,3,2.3
15,4,Spring 2025,CSCI 22062,3,2.0
15,4,Spring 2025,CSCI 22082,3,2.3
15,4,Spring 2025,MGMT 22012,3,3.3
15,4,Spring 2025,CSCI 22072,3,2.3
16,1,Fall 2024,CSCI 11014,3,2.0
16,1,Fall 2024,CSCI 11023,3,3.0
16,1,Fall 2024,CSCI 11032,3,2.3
16,1,Fall 2024,CSCI 11042,3,2.3
16,1,Fall 2024,CSCI 11052,3,2.7
16,1,Fall 2024,CSCI 11062,3,4.0
16,1,Fall 2024,DELT 13302,3,2.7
16,1,Fall 2024,CSCI 11072,2,2.7
16,2,Spring 2025,CSCI 12013,3,2.7
16,2,Spring 2025,CSCI 12022,3,2.0
16,2,Spring 2025,CSCI 12033,3,2.7
16,2,Spring 2025,CSCI 12042,3,2.7
16,2,Spring 2025,CSCI 12052,3,2.3
16,2,Spring 2025,CSCI 12063,3,2.0
17,1,Fall 2023,CSCI 11014,3,2.7
17,1,Fall 2023,CSCI 11023,3,2.3
17,1,Fall 2023,CSCI 11032,3,2.0
17,1,Fall 2023,CSCI 11042,3,2.0
17,1,Fall 2023,CSCI 11052,3,2.3
17,1,Fall 2023,CSCI 11062,3,2.7
17,1,Fall 2023,DELT 13302,3,2.3
17,1,Fall 2023,CSCI 11072,3,3.3
17,2,Spring 2024,CSCI 12013,3,2.0
17,2,Spring 2024,CSCI 12022,3,2.0
17,2,Spring 2024,CSCI 12033,3,2.3
17,2,Spring 2024,CSCI 12042,3,2.3
17,2,Spring 2024,CSCI 12052,3,2.0
17,2,Spring 2024,CSCI 12063,3,3.0
17,3,Fall 2024,CSCI 21013,3,2.7
17,3,Fall 2024,CSCI 21023,3,2.0
17,3,Fall 2024,CSCI 21033,3,3.0
17,3,Fall 2024,CSCI 21042,3,2.0
17,3,Fall 2024,CSCI 21052,3,3.0
17,3,Fall 2024,CSCI 21062,3,2.0
17,3,Fall 2024,CSCI 23072,3,2.3
17,3,Fall 2024,DELT 21212,3,3.0
17,3,Fall 2024,MGMT 21012,3,2.0
17,4,Spring 2025,CSCI 22012,3,2.7
17,4,Spring 2025,CSCI 22022,3,2.7
17,4,Spring 2025,CSCI 22032,3,2.0
17,4,Spring 2025,CSCI 22042,3,2.0
17,4,Spring 2025,CSCI 22052,3,2.7
17,4,Spring 2025,CSCI 22062,3,2.3
17,4,Spring 2025,CSCI 22082,3,2.0
17,4,Spring 2025,MGMT 22012,3,2.0
17,4,Spring 2025,CSCI 22072,2,2.0
18,1,Fall 2024,CSCI 11014,3,2.0
18,1,Fall 2024,CSCI 11023,3,3.0
18,1,Fall 2024,CSCI 11032,3,2.0
18,1,Fall 2024,CSCI 11042,3,2.7
18,1,Fall 2024,CSCI 11052,3,2.0
18,1,Fall 2024,CSCI 11062,3,2.3
18,1,Fall 2024,DELT 13302,3,3.0
18,1,Fall 2024,CSCI 11072,2,2.7
18,2,Spring 2025,CSCI 12013,3,2.0
18,2,Spring 2025,CSCI 12022,3,2.0
18,2,Spring 2025,CSCI 12033,3,3.0
18,2,Spring 2025,CSCI 12042,3,2.7
18,2,Spring 2025,CSCI 12052,3,2.3
18,2,Spring 2025,CSCI 12063,3,2.0
19,1,Fall 2024,CSCI 11014,3,2.3
19,1,Fall 2024,CSCI 11023,3,2.7
19,1,Fall 2024,CSCI 11032,3,2.7
19,1,Fall 2024,CSCI 11042,3,2.7
19,1,Fall 2024,CSCI 11052,3,2.3
19,1,Fall 2024,CSCI 11062,3,2.7
19,1,Fall 2024,DELT 13302,3,2.7
19,1,Fall 2024,CSCI 11072,2,2.0
19,2,Spring 2025,CSCI 12013,3,2.0
19,2,Spring 2025,CSCI 12022,3,3.0
19,2,Spring 2025,CSCI 12033,3,2.3
19,2,Spring 2025,CSCI 12042,3,2.0
19,2,Spring 2025,CSCI 12052,3,2.3
19,2,Spring 2025,CSCI 12063,3,2.0
20,1,Fall 2024,CSCI 11014,3,2.0
20,1,Fall 2024,CSCI 11023,3,2.3
20,1,Fall 2024,CSCI 11032,3,2.7
20,1,Fall 2024,CSCI 11042,3,2.7
20,1,Fall 2024,CSCI 11052,3,3.0
20,1,Fall 2024,CSCI 11062,3,2.3
20,1,Fall 2024,DELT 13302,3,2.0
20,1,Fall 2024,CSCI 11072,2,2.3
20,2,Spring 2025,CSCI 12013,3,2.0
20,2,Spring 2025,CSCI 12022,3,2.0
20,2,Spring 2025,CSCI 12033,3,3.0
20,2,Spring 2025,CSCI 12042,3,2.0
20,2,Spring 2025,CSCI 12052,3,2.7
20,2,Spring 2025,CSCI 12063,3,2.0
21,1,Fall 2023,CSCI 11014,3,2.0
21,1,Fall 2023,CSCI 11023,3,2.7
21,1,Fall 2023,CSCI 11032,3,2.0
21,1,Fall 2023,CSCI 11042,3,2.3
21,1,Fall 2023,CSCI 11052,3,2.0
21,1,Fall 2023,CSCI 11062,3,2.0
21,1,Fall 2023,DELT 13302,3,2.7
21,1,Fall 2023,CSCI 11072,3,2.0
21,2,Spring 2024,CSCI 12013,3,3.0
21,2,Spring 2024,CSCI 12022,3,2.0
21,2,Spring 2024,CSCI 12033,3,2.3
21,2,Spring 2024,CSCI 12042,3,2.3
21,2,Spring 2024,CSCI 12052,3,3.0
21,2,Spring 2024,CSCI 12063,3,2.7
21,3,Fall 2024,CSCI 21013,3,2.3
21,3,Fall 2024,CSCI 21023,3,2.0
21,3,Fall 2024,CSCI 21033,3,2.7
21,3,Fall 2024,CSCI 21042,3,2.7
21,3,Fall 2024,CSCI 21052,3,2.0
21,3,Fall 2024,CSCI 21062,3,2.7
21,3,Fall 2024,CSCI 23072,3,2.0
21,3,Fall 2024,DELT 21212,3,2.3
21,3,Fall 2024,MGMT 21012,3,2.0
21,4,Spring 2025,CSCI 22012,3,2.0
21,4,Spring 2025,CSCI 22022,3,2.7
21,4,Spring 2025,CSCI 22032,3,2.0
21,4,Spring 2025,CSCI 22042,3,2.7
21,4,Spring 2025,CSCI 22052,3,2.7
21,4,Spring 2025,CSCI 22062,3,2.0
21,4,Spring 2025,CSCI 22082,3,2.0
21,4,Spring 2025,MGMT 22012,3,2.3
21,4,Spring 2025,CSCI 22072,3,2.0
22,1,Fall 2023,CSCI 11014,3,2.0
22,1,Fall 2023,CSCI 11023,3,2.0
22,1,Fall 2023,CSCI 11032,3,2.0
22,1,Fall 2023,CSCI 11042,3,2.3
22,1,Fall 2023,CSCI 11052,3,3.3
22,1,Fall 2023,CSCI 11062,3,2.3
22,1,Fall 2023,DELT 13302,3,2.0
22,1,Fall 2023,CSCI 11072,2,2.0
22,2,Spring 2024,CSCI 12013,3,2.7
22,2,Spring 2024,CSCI 12022,3,2.3
22,2,Spring 2024,CSCI 12033,3,2.0
22,2,Spring 2024,CSCI 12042,3,2.3
22,2,Spring 2024,CSCI 12052,3,2.3
22,2,Spring 2024,CSCI 12063,3,2.0
22,3,Fall 2024,CSCI 21013,3,2.3
22,3,Fall 2024,CSCI 21023,3,2.0
22,3,Fall 2024,CSCI 21033,3,2.3
22,3,Fall 2024,CSCI 21042,3,2.7
22,3,Fall 2024,CSCI 21052,3,2.0
22,3,Fall 2024,CSCI 21062,3,2.7
22,3,Fall 2024,CSCI 23072,3,2.0
22,3,Fall 2024,DELT 21212,3,2.0
22,3,Fall 2024,MGMT 21012,3,2.0
22,4,Spring 2025,CSCI 22012,3,2.0
22,4,Spring 2025,CSCI 22022,3,2.0
22,4,Spring 2025,CSCI 22032,3,2.3
22,4,Spring 2025,CSCI 22042,3,2.0
22,4,Spring 2025,CSCI 22052,3,2.7
22,4,Spring 2025,CSCI 22062,3,2.0
22,4,Spring 2025,CSCI 22082,3,2.0
22,4,Spring 2025,MGMT 22012,3,2.3
22,4,Spring 2025,CSCI 22072,2,2.7
23,1,Fall 2024,CSCI 11014,3,2.7
23,1,Fall 2024,CSCI 11023,3,2.0
23,1,Fall 2024,CSCI 11032,3,2.3
23,1,Fall 2024,CSCI 11042,3,2.3
23,1,Fall 2024,CSCI 11052,3,2.0
23,1,Fall 2024,CSCI 11062,3,2.0
23,1,Fall 2024,DELT 13302,3,2.0
23,1,Fall 2024,CSCI 11072,3,2.0
23,2,Spring 2025,CSCI 12013,3,2.3
23,2,Spring 2025,CSCI 12022,3,3.0
23,2,Spring 2025,CSCI 12033,3,3.0
23,2,Spring 2025,CSCI 12042,3,2.7
23,2,Spring 2025,CSCI 12052,3,3.0
23,2,Spring 2025,CSCI 12063,3,2.3
24,1,Fall 2021,CSCI 11014,3,2.7
24,1,Fall 2021,CSCI 11023,3,2.3
24,1,Fall 2021,CSCI 11032,3,2.0
24,1,Fall 2021,CSCI 11042,3,2.3
24,1,Fall 2021,CSCI 11052,3,2.3
24,1,Fall 2021,CSCI 11062,3,2.0
24,1,Fall 2021,DELT 13302,3,2.7
24,1,Fall 2021,CSCI 11072,3,2.3
24,2,Spring 2022,CSCI 12013,3,2.0
24,2,Spring 2022,CSCI 12022,3,2.0
24,2,Spring 2022,CSCI 12033,3,2.7
24,2,Spring 2022,CSCI 12042,3,2.0
24,2,Spring 2022,CSCI 12052,3,2.3
24,2,Spring 2022,CSCI 12063,3,2.0
24,3,Fall 2022,CSCI 21013,3,2.7
24,3,Fall 2022,CSCI 21023,3,2.7
24,3,Fall 2022,CSCI 21033,3,2.3
24,3,Fall 2022,CSCI 21042,3,3.3
24,3,Fall 2022,CSCI 21052,3,2.3
24,3,Fall 2022,CSCI 21062,3,3.0
24,3,Fall 2022,CSCI 23072,3,2.0
24,3,Fall 2022,DELT 21212,3,2.0
24,3,Fall 2022,MGMT 21012,3,2.7
24,4,Spring 2023,CSCI 22012,3,2.0
24,4,Spring 2023,CSCI 22022,3,2.0
24,4,Spring 2023,CSCI 22032,3,2.0
24,4,Spring 2023,CSCI 22042,3,2.3
24,4,Spring 2023,CSCI 22052,3,2.0
24,4,Spring 2023,CSCI 22062,3,2.7
24,4,Spring 2023,CSCI 22082,3,2.3
24,4,Spring 2023,MGMT 22012,3,2.7
24,4,Spring 2023,CSCI 22072,3,2.0
24,5,Fall 2023,CSCI 31014,3,2.0
24,5,Fall 2023,DELT 33212,3,3.0
24,5,Fall 2023,MGMT 31012,3,2.0
24,5,Fall 2023,CSCI 31082,3,2.3
24,5,Fall 2023,CSEC 31012,3,3.0
24,5,Fall 2023,CSEC 31022,3,2.3
24,5,Fall 2023,CSCI 31062,3,2.0
24,5,Fall 2023,CSCI 31032,3,2.0
24,6,Spring 2024,CSCI 32012,3,2.0
24,6,Spring 2024,CSCI 32022,3,3.3
24,6,Spring 2024,CSCI 32032,3,2.7
24,6,Spring 2024,CSCI 32042,3,2.0
24,6,Spring 2024,DELT 33212,3,2.3
24,6,Spring 2024,MGMT 31012,3,2.0
24,6,Spring 2024,CSEC 32012,3,2.3
24,6,Spring 2024,CSEC 32022,3,2.0
24,6,Spring 2024,CSEC 32032,3,3.0
24,6,Spring 2024,CSCI 32083,2,2.3
24,6,Spring 2024,CSCI 32092,3,3.0
24,7,Fall 2024,CSCI 43018,3,2.0
24,7,Fall 2024,CSCI 44026,3,2.7
24,7,Fall 2024,CSEC 44012,3,2.3
24,7,Fall 2024,CSEC 44022,3,3.0
24,7,Fall 2024,CSEC 44032,3,2.0
24,7,Fall 2024,CSEC 44042,3,2.3
24,7,Fall 2024,CSEC 44062,3,2.0
24,7,Fall 2024,CSEC 44072,3,2.3
24,7,Fall 2024,DSCI 44022,3,2.3
24,7,Fall 2024,DSCI 44033,3,3.0
24,7,Fall 2024,DSCI 44052,3,3.0
24,7,Fall 2024,AINT 44042,3,3.7
24,7,Fall 2024,SCOM 44022,3,2.7
24,7,Fall 2024,CSCI 44052,2,2.0
24,7,Fall 2024,CSCI 44112,3,2.0
24,8,Spring 2025,CSCI 43018,3,2.0
24,8,Spring 2025,CSCI 44026,3,2.3
24,8,Spring 2025,CSEC 44012,3,3.3
24,8,Spring 2025,CSEC 44022,3,3.0
24,8,Spring 2025,CSEC 44032,3,2.3
24,8,Spring 2025,CSEC 44042,3,2.7
24,8,Spring 2025,CSEC 44062,3,2.3
24,8,Spring 2025,CSEC 44072,3,2.0
24,8,Spring 2025,DSCI 44022,3,2.7
24,8,Spring 2025,DSCI 44033,3,2.0
24,8,Spring 2025,DSCI 44052,3,2.7
24,8,Spring 2025,AINT 44042,3,2.0
24,8,Spring 2025,SCOM 44022,3,2.3
24,8,Spring 2025,CSCI 44062,2,2.0
24,8,Spring 2025,CSCI 44103,3,2.7
25,1,Fall 2022,CSCI 11014,3,2.3
25,1,Fall 2022,CSCI 11023,3,2.0
25,1,Fall 2022,CSCI 11032,3,3.0
25,1,Fall 2022,CSCI 11042,3,2.0
25,1,Fall 2022,CSCI 11052,3,2.7
25,1,Fall 2022,CSCI 11062,3,2.3
25,1,Fall 2022,DELT 13302,3,2.0
25,1,Fall 2022,CSCI 11072,3,2.0
25,2,Spring 2023,CSCI 12013,3,2.0
25,2,Spring 2023,CSCI 12022,3,2.0
25,2,Spring 2023,CSCI 12033,3,2.7
25,2,Spring 2023,CSCI 12042,3,2.3
25,2,Spring 2023,CSCI 12052,3,2.0
25,2,Spring 2023,CSCI 12063,3,2.0
25,3,Fall 2023,CSCI 21013,3,2.3
25,3,Fall 2023,CSCI 21023,3,2.0
25,3,Fall 2023,CSCI 21033,3,2.0
25,3,Fall 2023,CSCI 21042,3,2.7
25,3,Fall 2023,CSCI 21052,3,2.0
25,3,Fall 2023,CSCI 21062,3,3.0
25,3,Fall 2023,CSCI 23072,3,2.0
25,3,Fall 2023,DELT 21212,3,2.3
25,3,Fall 2023,MGMT 21012,3,2.3
25,4,Spring 2024,CSCI 22012,3,2.0
25,4,Spring 2024,CSCI 22022,3,2.7
25,4,Spring 2024,CSCI 22032,3,2.7
25,4,Spring 2024,CSCI 22042,3,2.0
25,4,Spring 2024,CSCI 22052,3,2.0
25,4,Spring 2024,CSCI 22062,3,2.0
25,4,Spring 2024,CSCI 22082,3,2.3
25,4,Spring 2024,MGMT 22012,3,2.3
25,4,Spring 2024,CSCI 22072,2,2.0
25,5,Fall 2024,CSCI 31014,3,2.0
25,5,Fall 2024,DELT 33212,3,2.7
25,5,Fall 2024,MGMT 31012,3,3.3
25,5,Fall 2024,CSCI 31082,3,2.0
25,5,Fall 2024,CSEC 31012,3,2.0
25,5,Fall 2024,CSEC 31022,3,2.0
25,5,Fall 2024,AINT 31012,2,2.7
25,5,Fall 2024,AINT 31022,2,2.0
25,6,Spring 2025,CSCI 32012,3,2.3
25,6,Spring 2025,CSCI 32022,3,2.7
25,6,Spring 2025,CSCI 32032,3,2.3
25,6,Spring 2025,CSCI 32042,3,2.0
25,6,Spring 2025,DELT 33212,3,2.7
25,6,Spring 2025,MGMT 31012,3,3.0
25,6,Spring 2025,CSEC 32012,3,2.0
25,6,Spring 2025,CSEC 32022,3,3.0
25,6,Spring 2025,CSEC 32032,3,2.7
25,6,Spring 2025,AINT 32022,3,2.3
25,6,Spring 2025,AINT 32012,3,2.0
26,1,Fall 2022,CSCI 11014,3,3.3
26,1,Fall 2022,CSCI 11023,3,2.0
26,1,Fall 2022,CSCI 11032,3,2.0
26,1,Fall 2022,CSCI 11042,3,3.3
26,1,Fall 2022,CSCI 11052,3,3.0
26,1,Fall 2022,CSCI 11062,3,3.3
26,1,Fall 2022,DELT 13302,3,2.7
26,1,Fall 2022,CSCI 11072,3,2.7
26,2,Spring 2023,CSCI 12013,3,3.7
26,2,Spring 2023,CSCI 12022,3,2.0
26,2,Spring 2023,CSCI 12033,3,3.0
26,2,Spring 2023,CSCI 12042,3,3.0
26,2,Spring 2023,CSCI 12052,3,2.7
26,2,Spring 2023,CSCI 12063,3,2.7
26,3,Fall 2023,CSCI 21013,3,2.0
26,3,Fall 2023,CSCI 21023,3,2.7
26,3,Fall 2023,CSCI 21033,3,2.0
26,3,Fall 2023,CSCI 21042,3,3.0
26,3,Fall 2023,CSCI 21052,3,2.7
26,3,Fall 2023,CSCI 21062,3,3.3
26,3,Fall 2023,CSCI 23072,3,2.7
26,3,Fall 2023,DELT 21212,3,2.7
26,3,Fall 2023,MGMT 21012,3,2.7
26,4,Spring 2024,CSCI 22012,3,2.7
26,4,Spring 2024,CSCI 22022,3,2.3
26,4,Spring 2024,CSCI 22032,3,3.3
26,4,Spring 2024,CSCI 22042,3,3.0
26,4,Spring 2024,CSCI 22052,3,2.7
26,4,Spring 2024,CSCI 22062,3,3.3
26,4,Spring 2024,CSCI 22082,3,2.7
26,4,Spring 2024,MGMT 22012,3,2.7
26,4,Spring 2024,CSCI 22072,2,2.7
26,5,Fall 2024,CSCI 31014,3,2.7
26,5,Fall 2024,DELT 33212,3,2.7
26,5,Fall 2024,MGMT 31012,3,2.3
26,5,Fall 2024,CSCI 31082,3,3.3
26,5,Fall 2024,CSEC 31012,3,3.3
26,5,Fall 2024,CSEC 31022,3,2.3
26,6,Spring 2025,CSCI 32012,3,3.7
26,6,Spring 2025,CSCI 32022,3,2.7
26,6,Spring 2025,CSCI 32032,3,3.3
26,6,Spring 2025,CSCI 32042,3,2.0
26,6,Spring 2025,DELT 33212,3,2.7
26,6,Spring 2025,MGMT 31012,3,2.7
26,6,Spring 2025,CSEC 32012,3,2.0
26,6,Spring 2025,CSEC 32022,3,3.3
26,6,Spring 2025,CSEC 32032,3,3.0
